title,abstract,authors,year,venue,doi,citationCount,pool,old_include,idx,decision
Proactive Urban Expressway Guidance: A Hybrid Approach Using Reinforcement Learning and Traffic Prediction Models,"Addressing traffic congestion is significant in enhancing urban mobility. Traditional navigation systems use real-time traffic status to push the temporally shortest path to drivers, forming selfish-routing, which guide traffic flow to the same roadway, thereby causing imbalance traffic flow distribution and navigation-induced congestion. Besides, navigation based on real-time detected traffic metrics may cause the congestion oscillation during periods with high travel demand variations. This article proposes the traffic prediction and reinforcement learning-based navigation guidance (TP-RLNG) approach for active control of traffic flow on urban expressways. The TP-RLNG introduces a differentiated guidance approach with multiple origin-destination (OD) pairs, replacing the conventional all-or-nothing route guidance strategies. To enhance the stability, the TP-RLNG integrates traffic prediction and reinforcement learning (RL)-based dynamic optimization to prospectively harmonize traffic supply and demand overall the expressway system. In contrast to the RL navigation guidance (RLNG) (no prediction) approach, the integration of traffic prediction model in TP-RLNG enhances the anticipation of critical nodes and enables proactive traffic management. We use SUMO-based traffic simulation to examine the efficacy of TP-RLNG and alternative approaches in controlling traffic flow within the Hangzhou Liushi Expressway network under varying demand patterns. The results underscore the ability of TP-RLNG to enhance road network efficiency and mitigate urban expressway congestion. The findings indicate that, relative to RLNG approaches, our methodology achieves a reduction in average travel time of 9.3%.",L. Wang; Z. Jiang; Z. Qi; Z. Shi; X. Chen; Z. Zhu,2025,IEEE Internet of Things Journal,10.1109/JIOT.2025.3583833,1.0,gate1,,129,include
A Bi-Level Network-Wide Cooperative Driving Approach Including Deep Reinforcement Learning-Based Routing,"Cooperative driving of connected and automated vehicles (CAVs) has attracted extensive attention and researchers have proposed various approaches. However, existing approaches are limited to small-scale isolated scenarios and gaps remain in network-wide cooperative driving, especially in routing. In this article, we decompose the network-level cooperative driving problem into two dominant sub-problems and accordingly propose a bi-level network-wide cooperative driving approach. The dynamic routing problem is considered in the upper level and we propose a multi-agent deep reinforcement learning (DRL) based routing model. The model can promote the equilibrium of network-wide traffic through distributed self-organized routing collaboration among vehicles, thereby improving efficiency for both individual vehicles and global traffic systems. In the lower level, we focus on the right-of-way assignment problem at signal-free intersections and propose an adaptive cooperative driving algorithm. The algorithm can adaptively evaluate priorities of different lanes, and then uses the lane priorities to guide the Monte Carlo tree search (MCTS) for better right-of-way assignments. Essentially, the upper level determines which conflict areas the vehicles will pass through, and the lower level addresses how the vehicles use the limited road resources more efficiently in each conflict area. The experimental results show that the upper and lower levels complement each other and work together to significantly improve the network-wide traffic efficiency and reduce the travel time of individual vehicles. Moreover, the results demonstrate that microscopic and mesoscopic cooperative driving behaviors of vehicles can significantly benefit the macroscopic traffic system.",J. Zhang; J. Ge; S. Li; S. Li; L. Li,2024,IEEE Transactions on Intelligent Vehicles,10.1109/TIV.2023.3305818,16.0,gate1,,134,include
Self-Organized Routing for Autonomous Vehicles via Deep Reinforcement Learning,"Routing for autonomous vehicles with global traffic information and sufficient direct cooperation among vehicles has been widely studied to relieve traffic congestion in recent years. However, the assembly rate of Vehicle-to-Everything (V2X) equipment in practical traffic systems is currently and could be at a low level in near future. Accordingly, autonomous vehicles can only access localized traffic information, and direct cooperation among them cannot always be guaranteed. Thus, how to optimize the routing choices in such scenarios is worthy of particular attention. In this article, we propose a self-organized routing strategy based on deep reinforcement learning (DRL). Under the condition of limited traffic information, the proposed self-organized mechanism well organizes localized traffic conditions through vehicle-level routing decisions, which are able to achieve network-wide benefits gains. In the specified DRL, we propose a novel reward mechanism to harmonize indirect interactions among vehicles by jointly learning individual and overall efficiency, even if each vehicle is modified to make individual decisions independently, rather than only focusing on individual interests as in the greedy strategy. Numerical experiments demonstrate that the proposed self-organized strategy is promising to resolve the routing problem from the perspective of individual decision-making with limited traffic information.",H. Pei; J. Zhang; Y. Zhang; H. Xu; L. Li,2024,IEEE Transactions on Vehicular Technology,10.1109/TVT.2023.3311198,14.0,gate1,,137,include
Graph Convolutional Network Based Multi-Objective Meta-Deep Q-Learning for Eco-Routing,"Route selection can greatly affect vehicle fuel consumption and emissions. Finding the most fuel/energy-efficient route is known as the eco-routing problem. Existing eco-routing solutions do not effectively consider the critical traffic signal information and rely on fuel consumption models that may not be sufficiently accurate. To address the eco-routing problem in a signalized traffic network, this paper proposes a graph convolutional network based multi-objective meta-deep Q-learning (GM2DQL) method. The problem is formulated as dynamic multi-objective Markov decision processes (MOMDP) and is tackled through deep reinforcement learning and meta-learning. We identify that graph convolutional network (GCN) is an efficient and suitable feature representation for a signalized traffic network. GM2DQL can explore the optimal routes with respect to drivers??different preferences on saving fuel and travel time. Through GM2DQL, the agent is trained under a series of learning environments that are characterized by historical vehicle trajectories, fuel consumption data, and traffic signal data in the remote data center. The vehicle requesting eco-routing service can download the model that represents the action value function of the historical dynamic driving conditions. The model in the vehicle can quickly adapt to the most recent driving condition through online one-shot learning and predict the optimal eco-routes for the subsequent unseen driving conditions of the signalized traffic network. Extensive proof-of-concept experiments validate that GM2DQL can effectively discover optimal eco-routes. It saves up to 71% travel time and 62% fuel, compared to the conventional shortest-path routing strategy that is widely used in navigation systems.",X. Ma; Y. Xie; C. Chigan,2024,IEEE Transactions on Intelligent Transportation Systems,10.1109/TITS.2023.3348034,12.0,gate1,,263,include
SEGAC: Sample Efficient Generalized Actor Critic for the Stochastic On-Time Arrival Problem,"This paper studies the stochastic on-time arrival (SOTA) problem in transportation networks and introduces a novel reinforcement learning-based algorithm, namely sample efficient generalized actor critic (SEGAC). Different from almost all canonical SOTA solutions, which are usually computationally expensive and lack generalizability to unforeseen destination nodes, SEGAC offers the following appealing characteristics. SEGAC updates the ego vehicle?�s navigation policy in a sample efficient manner, reduces the variance of both value network and policy network during training, and is automatically adaptive to new destinations. Furthermore, the pre-trained SEGAC policy network enables its real-time decision-making ability within seconds, outperforming state-of-the-art SOTA algorithms in simulations across various transportation networks. We also successfully deploy SEGAC to two real metropolitan transportation networks, namely Chengdu and Beijing, using real traffic data, with satisfying results.",H. Guo; Z. He; W. Sheng; Z. Cao; Y. Zhou; W. Gao,2024,IEEE Transactions on Intelligent Transportation Systems,10.1109/TITS.2024.3361445,2.0,gate1,,280,include
GE-DDRL: Graph Embedding and Deep Distributional Reinforcement Learning for Reliable Shortest Path: A Universal and Scale Free Solution,"This paper studies the reliable shortest path (RSP) problem in stochastic transportation networks. State-of-the-art RSP solutions usually target one specific RSP problem; moreover, the corresponding algorithm?�s computational complexity scales at least linearly with the size of the underlying transportation network. While in this paper, we propose a graph embedding and deep distributional reinforcement learning (GE-DDRL) method, which serves as a universal and scale-free solution to the RSP problem. GE-DDRL uses deep distributional reinforcement learning (DDRL) to estimate the full travel-time distribution of a given routing policy, and improves the given routing policy with the generalized policy iteration (GPI) scheme. Further, in order to achieve the generalization ability to new destination nodes, we employ one of the canonical graph embedding techniques (Skip-Gram) to compress the nodes??representation into  $d$ -dimensional real-valued vectors. With the properly compressed node features, GE-DDRL is able to generalize its estimation of the routing policy?�s travel-time distribution to untrained destination nodes, and hence achieve the ?�all-to-all??navigation functionality. To the best of our knowledge, GE-DDRL serves as the first RSP planner, which applies simultaneously to almost all RSP objectives and in the meanwhile, is scale free with the size of the transportation network in terms of the online decision-making time and memory complexity. Experimental results and comparisons with state of the arts show the efficacy and efficiency of GE-DDRL in a range of transportation networks.",H. Guo; W. Sheng; Y. Zhou; Y. Chen,2023,IEEE Transactions on Intelligent Transportation Systems,10.1109/TITS.2023.3285770,6.0,gate1,,284,include
Shortest-Time Path Planning Under Carbon Emission Constraints via Reinforcement Learning,"With the growing urgency of carbon neutrality, sustainable intelligent transportation systems must support green path planning that simultaneously accounts for arbitrary origin?�destination (OD) pairs, strict emission constraints, and large-scale concurrent requests. To address this challenge, this paper proposes a Constrained Reinforcement Learning for Shortest Path (CRL-SP) framework, which generates real-time, scalable, and emission-compliant routing solutions under hard carbon constraints. The framework adopts a dual-tower Universal Value Function Approximation architecture based on Deep Q-Networks (UVFA-DQN), integrating topological embeddings with contextual features, and is trained via a progressive strategy that combines demonstration-based behavior cloning with interactive reinforcement learning. Numerical experiments on benchmark networks demonstrate that CRL-SP consistently recovers optimal or near-optimal solutions, achieving path match rates and link overlap ratios typically above 0.85, while relative deviations in travel time and emissions remain close to zero. The proposed model preserves this level of performance under unseen and sparsely sampled emission budgets, and is able to generate feasible and structurally consistent paths even when classical constrained shortest-path algorithms fail due to insufficient budgets. In terms of computational efficiency, CRL-SP supports large-scale batch inference with throughput exceeding tens of thousands of paths per second, yielding orders-of-magnitude speedups over traditional label-setting methods. Overall, CRL-SP provides a practical and scalable learning-based solution for emission-constrained path planning in sustainable intelligent transportation systems.",Y. Wang; K. Duan; K. Uchida,2026,IEEE Access,10.1109/ACCESS.2026.3677440,,gate1,,351,include
DRL Router: Distributional Reinforcement Learning-Based Router for Reliable Shortest Path Problems,"This article studies reliable shortest path (RSP) problems in stochastic transportation networks. The term reliability in the RSP literature has many definitions, e.g., 1) maximal stochastic on-time arrival probability, 2) minimal travel time with a high-confidence constraint, 3) minimal mean and standard deviation combination, and 4) minimal expected disutility. To the best of our knowledge, almost all state-of-the-art RSP solutions are designed to target one specific RSP objective, and it is very difficult, if not impossible, to adapt them to other RSP objectives. To bridge the gap, this article develops a distributional reinforcement learning (DRL)-based algorithm, namely, DRL-Router, which serves as a universal solution to the four aforementioned RSP problems. DRL-Router employs the DRL method to approximate the full travel time distribution of a given routing policy and then makes improvements with respect to the user-defined RSP objective through a generalized policy iteration scheme. DRL-Router is 1) universal, i.e., it is applicable to a variety of RSP objectives; 2) model free, i.e., it does not rely on well calibrated travel time distribution models; 3) it is adaptive with navigation objective changes; and 4) fast, i.e., it performs real-time decision making. Extensive experimental results and comparisons with baseline algorithms in various transportation networks justify both the accuracy and efficiency of DRL-Router.",H. Guo; W. Sheng; C. Gao; Y. Jin,2023,IEEE Intelligent Transportation Systems Magazine,10.1109/MITS.2023.3265309,9.0,gate1,,388,include
Optimization Path Planning Algorithm Based on Deep Reinforcement Learning,"With the acceleration of urbanization and the growth of traffic demand, traffic congestion has become more and more prominent. In the field of path planning, Deep Reinforcement Learning (DRL) can effectively deal with the complex traffic environment and learn the optimal path selection strategy. This article aims to explore the optimal path planning algorithm based on DRL to improve the accuracy and efficiency of path planning. The algorithm estimates the state function by establishing a deep neural network, and uses reinforcement learning to optimize the strategy, so as to fully consider the actual traffic flow and provide accurate route suggestions for users. The experimental results show that the optimized path planning algorithm based on DRL has smaller path-finding error and higher path-finding accuracy. After many iterations, the routing accuracy of the algorithm can even reach more than 96%. Therefore, the optimized path planning algorithm based on DRL is an effective path planning method, which can deal with complex traffic scene information and optimize the path planning effect.",Z. Meng,2024,"2024 Asia-Pacific Conference on Software Engineering, Social Network Analysis and Intelligent Computing (SSAIC)",10.1109/SSAIC61213.2024.00176,1.0,gate1,,496,include
Research on Emergency Rescue Path Optimization Method Based on Deep Reinforcement Learning,"This paper presents the first attempt at an emergency rescue path optimisation method using deep reinforcement learning for urban industrial emergencies, focusing on production safety accident-induced congestion. We design a Prioritised Experience Replay Deep Q-Network (PERDQN) with an attention mechanism and efficiently model complex urban arterial road networks as a Markov Decision Process. Our approach bases the traffic wave theory alongside BPR functions to evaluate the impact of congestion at different levels of control and assess the overall impact under various traffic control mechanisms. Results of experiments on the Third Ring Road of Beijing show that the proposed method reduces emergency vehicle arrival time by 27.3% compared to traditional algorithms, and 12.8% over standard DQN. The congestion alleviation effectiveness of the method is claimed to be superior in scenarios with more severe traffic, thereby confirming that the method is optimally robust to changing conditions of traffic.",X. Huang; H. Shi; L. Zhang,2025,2025 IEEE 3rd International Conference on Image Processing and Computer Applications (ICIPCA),10.1109/ICIPCA65645.2025.11139059,,gate1,,500,include
Safety-Aware Path Planning for Post-Disaster Rescue Vehicles,"Emergency rescue vehicles play a vital role in dealing with traffic accidents and emergencies. Emergency rescue vehicles can reduce accident losses by arriving at the accident site in time. Reasonable planning of emergency vehicle routes can shorten the travel time of the route and improve the safety of the route. However, due to the dynamic and changeable actual road network environment and various uncertainties, congestion or accidents may occur at any time, resulting in low rescue efficiency and high risk of rescue routes. In response to the above problems, this thesis proposes a global path planning algorithm based on deep reinforcement learning. In response to complex and changeable road conditions, this thesis adds a path situation awareness module to the global path planning algorithm based on DQN, and proposes a Transformer-based prediction algorithm to perceive road condition changes, adjust the global path in real time, avoid congested paths and risky paths, improve the rescue efficiency of emergency rescue vehicles, and ensure driving safety. According to different evaluation indicators, this thesis conducts simulation experiments on the global path planning algorithm based on deep reinforcement learning. The experimental results show that the route travel time planned by the proposed algorithm is lower than that of the benchmark algorithm, the safety is higher than that of the benchmark algorithm, and the success rate of pathfinding has improved by 14% compared to the baseline algorithms.",J. Liu; Z. Zhang; Y. Guo; T. Niu; X. Zhao,2024,"2024 4th International Conference on Artificial Intelligence, Virtual Reality and Visualization",10.1109/AIVRV63595.2024.10859634,1.0,gate1,,503,include
A Multi-Agent Deep Reinforcement Learning Framework for Dynamic Path Planning in Autonomous Vehicles,"For self-driving cars to navigate through congested city streets with a variety of vehicles, they require intelligent, dependable, and adaptable navigation systems. This study presents DeepReinforceNav, a novel method that employs cutting-edge artificial intelligence to swiftly and dynamically plan routes for several self-driving cars at once. Each car is viewed by the system as a team member that competes with other cars while also working together. This enables every vehicle to learn how to drive safely and efficiently while reaching its destination as soon as feasible. The system employs advanced methods to comprehend the environment surrounding each vehicle, accounting for the locations of other cars, obstructions, and changes over time. This enables the vehicles to foresee issues and make informed judgements in response to their surroundings. Simulations conducted in authentic urban traffic scenarios demonstrate that DeepReinforceNav outperforms more basic AI techniques and outdated navigation systems. It responds to changing situations more quickly, is safer, and is more efficient. Additionally, the system is capable of managing intricate road networks with a variety of vehicle kinds, which bodes well for practical applications. The framework also uses real-time IoT data collected from the cloud streaming to improve situational awareness and help all self-driving cars make decisions faster and more accurately.",J. N; R. Y. Rajkumar,2026,"2026 Sixth International Conference on Advances in Electrical, Computing, Communications and Sustainable Technologies (ICAECT)",10.1109/ICAECT68478.2026.11425999,,gate1,,517,include
Path Planning in Urban Environment Based on Traffic Condition Perception and Traffic Light Status,"Vehicle path planning problems have been studied for decades. The existing path planning methods are suitable for simple objectives. However, for complex tasks such as planning paths for vehicles considering the effects of pedestrians, traffic lights, etc., it is difficult to design a reasonable cost function for the deterministic algorithm or a reasonable heuristic function for the heuristic algorithm. In this paper, we proposes a path planning model based on traffic light status and traffic condition awareness. When a vehicle arrives at a new road section, it senses the traffic light status, distribution and vehicle positions in the road network on each road section through V2V and V2I communication, and based on this information, we use an A2C-based deep reinforcement learning method to dynamically plan the shortest path for the vehicle in real time. Experiments show that the proposed method works effectively in terms of saving on driving time and waiting time to reach any destinations, compared to the existing solutions.",B. Song; W. Chen; T. Chen; X. Zhou; B. Liu,2022,2022 IEEE International Symposium on Product Compliance Engineering - Asia (ISPCE-ASIA),10.1109/ISPCE-ASIA57917.2022.9970805,4.0,gate1,,519,include
Autonomous Vehicles in Smart Cities: a Deep Reinforcement Learning Solution,"In order to alleviate the traffic congestion problem in the context of Smart Cities, this paper proposes a new routing strategy, based on Deep Reinforcement Learning. The idea is to perform Routing actions in real-time while considering the actual traffic situation on the overall road network.To evaluate the performance of the proposed solution, a co-design procedure, involving a microscopic traffic simulator and MATLAB environment, is implemented allowing the use of complex operating scenarios and the integration of information coming from road maps and vehicle state trajectories.Finally, some simulations performed considering a real city district, show that the proposed algorithm can successfully realize real-time routing decisions and improve accumulated waiting time although the dynamic changes inside the road environment.",F. Giannini; G. Franzè; F. Pupo; G. Fortino,2022,"2022 IEEE Intl Conf on Dependable, Autonomic and Secure Computing, Intl Conf on Pervasive Intelligence and Computing, Intl Conf on Cloud and Big Data Computing, Intl Conf on Cyber Science and Technology Congress (DASC/PiCom/CBDCom/CyberSciTech)",10.1109/DASC/PiCom/CBDCom/Cy55231.2022.9927840,6.0,gate1,,542,include
Intelligent Routing in Connected Autonomous Vehicles using the ADAPT-S Learning Architecture,"The increasing complexity of intelligent transportation systems driven by the deployment of connected autonomous vehicles necessitates advanced, adaptive traffic management solutions. This paper presents a novel hybrid learning architecture that integrates deep reinforcement learning with ant colony optimization to enable edge-aware, real-time routing decisions for connected vehicle networks. Each vehicle functions as an intelligent agent trained via a multi-agent actor-critic deep reinforcement learning model, enhanced with attention mechanisms for context-sensitive navigation. Ant colony optimization is used to refine global routing paths through pheromone-inspired collective learning, ensuring adaptive optimization under dynamic traffic conditions. The proposed approach is formalized as ADAPT-S (Ant-Driven Adaptive Policy Training with Simulation-Based Validation), combining swarm intelligence, policy learning, and SUMO-based simulation. The model demonstrates superior performance in Simulation of Urban Mobility (SUMO) environments, outperforming traditional routing methods in reducing travel time, congestion, and signal wait periods. The proposed method results validated the framework?�s effectiveness in addressing key limitations of existing methods, particularly in achieving decentralized coordination, scalability, and responsiveness in connected autonomous vehicle routing systems.",T. Vaishnavi; M. Y. Al-Safarini; N. Nalini; T. Stalin; J. Krishnaraj; M. Dinesh,2025,2025 6th International Conference on Electronics and Sustainable Communication Systems (ICESC),10.1109/ICESC65114.2025.11212408,2.0,gate1,,546,include
Situation-aware Path Optimization for Autonomous Systems: A Deep Reinforcement Learning based Approach,"Intelligent Route Optimization (IRO) addresses autonomous navigation in dynamic urban environments by combining real-time machine learning, probabilistic modeling, and adaptive simulation into a seamless routing framework. Unlike traditional approaches that depend on static maps or simple shortest-path algorithms, IRO actively integrates live contextual data, such as time, weather, road state, and events, using neural networks to achieve highly accurate traffic state predictions with minimal input features. These predictions are further refined by Hidden Markov Models to ensure consistency and reliability, especially during abrupt transitions or anomalies in traffic. Building on this stabilized foundation, a Deep Reinforcement Learning agent equipped with a deep Q-network evaluates a broad action space, selecting routes that optimize not only for speed but also for risk, congestion, and environmental safety across various transport modes. For every potential path, IRO invokes adaptive Monte Carlo sampling to quantify travel time variability and the probability of events that could impact the route, thus assigning a reliability measure alongside the expected travel time and suggested route. With a modular pipeline that separates prediction, smoothing, policy selection, and uncertainty quantification, IRO is able to rapidly adapt to new environments, technologies, and data sources. It consistently outperforms classical shortest-path methods, as demonstrated by its 96.06% accuracy on a custom urban dataset, delivering more reliable results in the presence of outliers such as traffic surges, harsh weather, or road closures. The proposed method empowers autonomous systems to navigate urban settings with a high degree of resilience and transparency, providing interpretable recommendations that specify not just which route to take, but why, bridging rigorous AI modeling with practical, real-time urban mobility needs.",P. S. Ashritha; S. Nandamuri; Y. V. Vijay; P. Raguraman; K. Guravaiah,2025,2025 IEEE 9th International Conference on Information and Communication Technology (CICT),10.1109/CICT67193.2025.11399143,,gate1,,555,include
Resilient Multi-Agent Deep Reinforcement Learning for Routing Control via Traffic Cost Fields,"Urban road networks frequently experience recurrent congestion and non-recurrent disruptions, where individually optimal routing can degrade system-level efficiency under mixed compliance. Naive shortest-path guidance can be overly myopic in coupled traffic systems. As congestion is shaped by collective route choices, it may over-react to momentary link costs and trigger herding-like oscillations. This motivates routing controllers with decentralized execution that scale to many vehicles while better accounting for congestion externalities. We propose a routing framework centered on Traffic Cost Fields (TCF), which maintain factorized edge-wise signals as an interpretable interface between traffic states and routing decisions. A shared-parameter multi-agent actor?�critic policy is trained with Proximal Policy Optimization (PPO) to make periodic intersection-level next-hop decisions from masked local observations, enabling decentralized execution at scale. Experiments on an abstracted road graph extracted from Shenzhen show improved average and tail travel-time performance over shortest-path baselines across multiple demand levels.",Y. Dong; H. Tan; X. Zhou; P. Li; Y. Zhao,2026,"2026 12th International Conference on Control, Automation and Robotics (ICCAR)",10.1109/ICCAR69571.2026.11549565,,gate1,,562,include
Dynamic Route Optimization using D* Lite and DQN Algorithm,"Optimal path-finding in changing urban environments is difficult due to variable traffic congestion and sudden road closures. This paper provides a hybrid intelligent reliable routing system using the D* Lite algorithm and a Deep Q- Network (DQN) for real-time adaptive path-finding. The $\mathrm{D}^{*}$ Lite portion guarantees global optimal path-finding through incremental replanning, while the DQN agent learns locality decisions based on traffic aware congestion from past data. The proposed approach provides a dynamic balance between deterministic planning and learned adaptability for the purpose of minimizing travel cost and travel delay.",R. Aneesh; S. G. T; V. R,2026,"2026 International Conference on Innovative Computing, Intelligent Communication and Smart Electrical Systems (ICSES)",10.1109/ICSES66558.2026.11478874,,gate1,,574,include
Reinforcement Learning for Dynamic Traffic Management: A Scalable Approach to Congestion Reduction,"Large-scale urban events with high population density often lead to severe traffic congestion around the event venue, disrupting normal traffic flow and reducing commuter efficiency. This study proposes a reinforcement learning (RL)-based traffic management framework to dynamically optimize vehicle routing in such high-density scenarios. By leveraging a predefined shortest path as a baseline, the system intelligently reroutes origin-destination (OD) vehicles to mitigate congestion near the event area while allowing partial access when necessary. Through reinforcement learning, the agent learns adaptive movement strategies that balance shortest-path efficiency with congestion avoidance, effectively reducing bottlenecks in real time. The proposed approach is implemented and evaluated using a high-fidelity SUMO simulation environment, where its performance is compared against traditional traffic assignment models. Experimental results demonstrate that our RL-driven traffic management strategy significantly improves traffic flow efficiency, highlighting its potential as a scalable and adaptive solution for congestion mitigation in dynamic urban settings.",Y. Zhang; W. Zhong; T. Liu,2025,"2025 International Conference on Artificial Intelligence, Computer, Data Sciences and Applications (ACDSA)",10.1109/ACDSA65407.2025.11165977,2.0,gate1,,589,include
A Communication Resource Enhanced Intelligent Road Traffic Routing Scheme,"Route planning plays a key role in improving transportation efficiency. Collaborative route based on information sharing will be the trend in the near future. However, existing route planing schemes ignore the limitations of communication bandwidth and the same planing strategy are provided for all vehicles based on current traffic conditions which results in traffic congestion. In this paper, we propose a route planning optimization scheme with the aid of communication resource, which provides secure and efficient route planning services for traffic network. To model the road transportation network, we propose a maximum traffic density model for safe driving in a road segment based on the Preceding-Reaction time (PRT). Considering the spatial and temporal correlation of the traffic network and the multi-agent features, a Multi-Agent Deep Deterministic Policy Gradient based Traffic Self-evolution (MTSE) algorithm is proposed. Simulation experiments are conducted to compare the performance of our algorithm with some existing route planing methods. Simulation results demonstrate that the proposed model can reduce system congestion effectively and improve transportation efficiency.",Z. Cheng; X. Liao; S. Leng; H. Chai,2021,2021 International Conference on UK-China Emerging Technologies (UCET),10.1109/UCET54125.2021.9674959,,gate1,,592,include
Work-in-Progress: Leveraging the Selfless Driving Model to Reduce Vehicular Network Congestion,"With increasing traffic in urban areas, it is crucial to examine strategies to reduce traffic network congestion. Popular navigation policies currently tend to select the fastest path available for each vehicle. However, a top-down approach to navigation, which considers the traffic network as a whole, offers several speedup possibilities. Minimizing the average travel time of all vehicles in the network with respect to their separate travel deadlines improves traffic throughput. Because such a strategy does not guarantee an optimal navigation route for individual vehicles, we refer to it as a ""selfless"" policy and based on this observation we propose the Selfless Traffic Routing (STR) model. Hence, we propose a test bed based on Simulation of Urban MObility (SUMO) that can evaluate the performance of a traffic routing policy based on the average travel time of all vehicle agents in a given traffic grid. Continuously calculating optimal actions for multiple agents in real-time is computationally complex. We therefore introduce a value-based reinforcement learning strategy to achieve the benefits offered by a selfless traffic routing model. We explore how this approach can potentially achieve an optimal balance between action quality and the real-time performance of each decision.",G. Dai; P. K. Paluri; T. Carmichael; A. M. K. Cheng; R. Miikkulainen,2019,2019 IEEE Real-Time Systems Symposium (RTSS),10.1109/RTSS46320.2019.00061,4.0,gate1,,594,include
A Deep Q Learning-Model Predictive Control Approach to vehicle routing and control with platoon constraints,"In this paper we deal with the control of platoon of autonomous vehicles driving in Urban Road Networks (URNs). We exploit the idea of using Deep Reinforcement Learning (DRL) as the path planner of the proposed architecture. The advantage of this solution is the capability to deal with the actual traffic congestion while driving the autonomous vehicle to its destination. In particular, the high-level routing decisions are translated into manipulable set-points for Receding Horizon controllers by making more computational affordable and efficient the control action on the vehicle dynamics. Feasibility and asymptotic closed-loop stability are formally proved. Some simulations on a platoon, consisting of three agents described by double-integrator models, are provided to show the effectiveness of the overall architecture.",F. Giannini; G. Fortino; G. Franzè; F. Pupo,2022,2022 IEEE 18th International Conference on Automation Science and Engineering (CASE),10.1109/CASE49997.2022.9926699,7.0,gate1,,650,include
A Dynamic Risk-aware Routing Recommendation Using Deep Reinforcement Learning,"Crime risks in urban environments vary over time and space, making it challenging to find a safe and efficient route. Previous solutions to this problem were too simplistic and static, relying on exhaustive searches that were not practical. In this paper, we present a new approach using deep reinforcement learning for dynamic risk-aware path planning. Our method evaluates crime risks and distances to suggest optimal routes that adapt to changing conditions. We have designed a reward system that considers road length, risk levels, and the decay of risks over time. This innovative approach allows our model to make decisions that balance distance and crime risk. Through extensive experiments, we demonstrate the effectiveness of our model compared to traditional path-planning methods, especially as the road network grows in size.",D. Zhu; H. Zhou; A. Lin; B. Zhou,2024,"2024 IEEE International Conferences on Internet of Things (iThings) and IEEE Green Computing & Communications (GreenCom) and IEEE Cyber, Physical & Social Computing (CPSCom) and IEEE Smart Data (SmartData) and IEEE Congress on Cybermatics",10.1109/iThings-GreenCom-CPSCom-SmartData-Cybermatics62450.2024.00058,1.0,gate1,,659,include
Path planning for vehicle platoons under routing decisions: a distributed approach combining Deep Reinforcement Learning and Model Predictive Control,"In this paper, the path planning problem under routing decisions is considered for platoons of autonomous vehicles moving in urban road networks. The key idea is to exploit and adequately combine arguments coming from two research fields: deep reinforcement learning and model predictive control. Along these lines, a novel control architecture is proposed and its feasibility formally proved. In particular, the high-level routing decisions arising from the distributed deep reinforcement learning operations are translated into manipulable set-points for the underlying bank of receding horizon controllers by making more computational affordable and efficient the action on the vehicle dynamics. Finally, some simulations on platoon, consisting of three agents described by double-integrator models, are provided to show the effectiveness of the overall architecture.",F. Giannini; G. Fortino; G. Franzè; F. Pupo,2022,"2022 8th International Conference on Control, Decision and Information Technologies (CoDIT)",10.1109/CoDIT55151.2022.9803896,6.0,gate1,,663,include
A Joint Design of Path Planning and Lane Reservation for Emergency Service in ITS,"Reaching the accident scene promptly for emergency vehicles (EVs) can significantly alleviate the negative impact of accidents. However, finding a way to reduce the response time of EVs (i.e., the travel time of an EV to reach the rescue location) remains a challenge that needs to be addressed. In this paper, we design a distributed intelligent transportation system (DITS) powered by vehicular fog computing (VFC), which offers new possibilities for designing traffic scheduling methods. We propose a soft actor-critic-based EV rapid passage approach (SACRP) to minimize the response time of EVs. The collaborative lane reservation module uses the latest traffic data to create a traffic dispatch strategy to reserve empty lane. Subsequently, we propose a soft actor-critic-based algorithm as the real-time path planning module. The path planning module integrates vital road information, such as lane reservation priority, real-time road data, EV location, and traffic signal information. The path planning module strategically plans the path with the shortest response time for the EV. We conduct extensive experiments to evaluate the performance of the proposed method, and the results show that the response time for EVs could be reduced by 24.6% compared to the latest study.",Z. Li; B. Liu; E. Wang; J. Wang; W. Han,2023,2023 IEEE International Symposium on Product Compliance Engineering - Asia (ISPCE-ASIA),10.1109/ISPCE-ASIA60405.2023.10365789,,gate1,,668,include
A Reinforcement Learning-Based Path Recommendation Strategy Considering Broadcast Disturbance and Behavioral Response,"With the development of intelligent transportation systems (ITS), providing efficient and robust path coordination under complex disturbances has become an urgent challenge. Traditional approaches often assume that broadcast instructions can be fully received and strictly executed, overlooking the uncertainties introduced by broadcast reception failure and heterogeneous driver behaviors. For the first time, this paper incorporates broadcast disturbances and behavioral response mechanisms as external control signals into the path recommendation framework. Probabilistic models are established to capture the stochasticity in instruction reception and execution, while additional delay estimation is integrated to construct an expected travel time representation. On this basis, a Proximal Policy Optimization (PPO)-based reinforcement learning framework is designed, where multiple candidate paths together with the option of retaining the current path are jointly considered in the action space, enabling dynamic path recommendations that balance efficiency and risk. Experiments based on real traffic datasets and road networks verify the effectiveness of the proposed method, demonstrating strong robustness under both peak and off-peak scenarios. The results indicate that explicitly modeling broadcast and response uncertainties, combined with reinforcement learning optimization, provides a more practical and reliable solution for emergency scheduling and efficient travel in ITS.",J. Gao; Z. Du; Y. Lin; J. Wu; G. Han,2025,2025 International Conference on Meta-Networking (MEET),10.1109/MEET67398.2025.11335650,,gate1,,687,include
