include	paperId	title	year	venue	citationCount	source	pre_score
n/a	f094d0b03f004b05b33228f4517ef7eef3bd80a0	Energy-oriented Routing Strategy of Electric Vehicle: An End-to-End Reinforcement Learning Approach	2022	2022 6th CAA International Conference on Vehicular Control and Intelligence (CVCI)	3	ev_routing	2
n/a	48c9cbaa50b1dc3bcca69a57019782a0b599bb21	Solve routing problems with a residual edge-graph attention neural network	2021	Neurocomputing	92	gnn_rl	2
n/a	fb3f67467497b354ef07ef51b2715e694db4544a	GRouting: Dynamic Routing for LEO Satellite Networks with Graph-based Deep Reinforcement Learning	2021	2021 4th International Conference on Hot Information-Centric Networking (HotICN)	19	gnn_rl	2
n/a	bdf881a1f573ddad4cfb03cf58c8eddf87257683	iADA*-RL: Anytime Graph-Based Path Planning with Deep Reinforcement Learning for an Autonomous UAV	2021	Applied Sciences	56	gnn_rl	2
n/a	6652233cc6a6f89eacb13f7a755ea49be5b65fee	Reinforcement Learning With Multiple Relational Attention for Solving Vehicle Routing Problems	2021	IEEE Transactions on Cybernetics	105	gnn_rl	2
n/a	4b41a8ca50e8c558a123b2de530c451c2340a079	Connectivity-Aware 3D UAV Path Design With Deep Reinforcement Learning	2021	IEEE Transactions on Vehicular Technology	75	constrained_rl	2
n/a	e462b40789ef904e5b6d8bc4f3201e6fb93320d9	A Deep Reinforcement Learning Algorithm Using Dynamic Attention Model for Vehicle Routing Problems	2020	International Symposium on Intelligence Computation and Applications	88	model_based_rl	2
n/a	7d0d883c57419164cc5bb29611e381db73aa691e	A Hybrid of Deep Reinforcement Learning and Local Search for the Vehicle Routing Problems	2020	IEEE transactions on intelligent transportation systems (Print)	144	model_based_rl	2
n/a	0b935eb19a886ae408a35e3572f56b2a36dd0fe4	"PassGoodPool: Joint Passengers and Goods Fleet Management With Reinforcement Learning Aided Pricing, Matching, and Route Planning"	2020	IEEE transactions on intelligent transportation systems (Print)	29	constrained_rl	2
n/a	81aaed0630d687c92988b82195a429c899aba075	Path Planning of Multiagent Constrained Formation through Deep Reinforcement Learning	2018	IEEE International Joint Conference on Neural Network	18	constrained_rl	2
